IP,mount
2.1.8.60,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.69,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.227,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.8.61,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.228,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.229,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.236,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.233,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.235,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.237,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.234,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.238,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.241,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.240,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.243,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.232,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.244,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.239,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.242,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.65,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.8.78,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.8.88,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.210,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.212,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.213,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.216,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.211,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.231,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.214,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.8.148,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.8.159,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.8.160,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.215,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.8.161,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.8.164,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.8.162,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.8.167,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.8.169,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.8.79,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.8.166,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.8.165,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.8.170,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.8.172,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.8.163,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.8.171,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.8.173,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.73,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.8.174,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.72,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.74,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.80,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.77,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.78,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.81,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.8.81,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.83,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.82,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.84,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.75,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.66,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.79,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.76,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.8.39,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.8.82,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.8.40,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.8.41,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.8.42,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.8.43,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.8.45,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.8.44,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.8.46,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.8.83,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.8.47,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.168,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.171,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.169,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.170,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.165,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.8.48,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.159,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.161,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.167,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.153,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.160,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.166,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.8.84,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.164,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.163,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.158,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
2.1.9.162,"0.0.0.24:/PQRST_VMVOL08 on /data type  (rw,relatime,vers=3,rsize=65536,wsize=65536,naen=255,hard,nolock,proto=tcp,timeo=600,retrans=2,sec=sys,mountaddr=0.0.0.24,mountvers=3,mountport=635,mountproto=tcp,local_lock=all,addr=0.0.0.24)"
