,IP,mount
216,1.1.24.233,1.2.10.210:/PQRST_VMVol18
216,1.1.24.233,1.2.10.210:/PQRST_VMVol19/storage-2
216,1.1.24.233,1.2.32.252:/PQRST_VMVol19/storage-4
216,1.1.24.233,1.2.32.252:/PQRST_VMVOL28
216,1.1.24.233,1.2.32.252:/PQRST_VMVol18
216,1.1.24.233,1.2.32.12:/xyz11
216,1.1.24.233,1.2.32.252:/PQRST_VMVOL21/storage-netapp5
216,1.1.24.233,1.2.32.252:/PQRST_VMVOL29
216,1.1.24.233,1.2.32.252:/PQRST_VMVOL30
216,1.1.24.233,1.2.32.252:/PQRST_VMVOL31
216,1.1.24.233,1.2.32.252:/PQRST_VMVOL32
216,1.1.24.233,1.2.32.252:/PQRST_VMVOL33
216,1.1.24.233,1.2.32.252:/PQRST_VMVOL34
216,1.1.24.233,1.2.32.252:/PQRST_VMVOL35
216,1.1.24.233,1.2.32.252:/PQRST_VMVOL20/dhcreator
216,1.1.24.233,1.2.32.252:/PQRST_VMVOL36
216,1.1.24.233,1.2.32.252:/PQRST_VMVOL17
216,1.1.24.233,1.2.32.252:/PQRST_VMVOL39
216,1.1.24.233,1.2.32.252:/PQRST_VMVOL40
216,1.1.24.233,1.2.32.252:/PQRST_VMVOL41
216,1.1.24.233,1.2.32.252:/PQRST_VMVOL43
216,1.1.24.233,1.2.32.252:/PQRST_VMVOL45
216,1.1.24.233,1.2.32.252:/PQRST_VMVOL46
217,1.1.24.234,1.2.32.12:/xyz7
217,1.1.24.234,1.2.32.12:/xyz10
217,1.1.24.234,1.2.32.12:/xyz6
217,1.1.24.234,1.2.32.12:/xyz15
217,1.1.24.234,1.2.32.12:/xyz17
217,1.1.24.234,1.2.10.210:/PQRST_186VOL01
217,1.1.24.234,1.2.10.210:/PQRST_BRIC9_VOL01
217,1.1.24.234,1.2.32.252:/PQRST_186VOL03
217,1.1.24.234,1.2.32.252:/PQRST_185_186VOL05
217,1.1.24.234,1.2.32.252:/PQRST_186VOL04
217,1.1.24.234,1.2.32.252:/PQRST_185_186VOL03
217,1.1.24.234,1.2.32.252:/PQRST_VMVOL03
217,1.1.24.234,1.2.32.12:/xyz18
217,1.1.24.234,1.2.32.252:/PQRST_BRIC9_TEMPSTOR/
217,1.1.24.234,1.2.32.252:/PQRST_VMVOL04
217,1.1.24.234,1.2.32.252:/PQRST_VMVOL06
217,1.1.24.234,1.2.32.252:/PQRST_VMVOL07
217,1.1.24.234,1.2.32.252:/PQRST_VMVOL09
217,1.1.24.234,1.2.32.252:/PQRST_VMVOL11
217,1.1.24.234,1.2.32.252:/PQRST_VMVOL12
217,1.1.24.234,1.2.32.252:/PQRST_VMVOL13
217,1.1.24.234,1.2.32.252:/PQRST_VMVol15
217,1.1.24.234,1.2.32.252:/PQRST_VMVol16
217,1.1.24.234,1.2.10.210:/PQRST_VMVol18
217,1.1.24.234,1.2.10.210:/PQRST_VMVol19/storage-2
217,1.1.24.234,1.2.32.252:/PQRST_VMVol19/storage-4
217,1.1.24.234,1.2.32.252:/PQRST_VMVOL28
217,1.1.24.234,1.2.32.252:/PQRST_VMVol18
217,1.1.24.234,1.2.32.12:/xyz11
217,1.1.24.234,1.2.32.252:/PQRST_VMVOL21/storage-netapp5
217,1.1.24.234,1.2.32.252:/PQRST_VMVOL29
217,1.1.24.234,1.2.32.252:/PQRST_VMVOL30
217,1.1.24.234,1.2.32.252:/PQRST_VMVOL31
217,1.1.24.234,1.2.32.252:/PQRST_VMVOL32
217,1.1.24.234,1.2.32.252:/PQRST_VMVOL33
217,1.1.24.234,1.2.32.252:/PQRST_VMVOL34
217,1.1.24.234,1.2.32.252:/PQRST_VMVOL35
217,1.1.24.234,1.2.32.252:/PQRST_VMVOL20/dhcreator
217,1.1.24.234,1.2.32.252:/PQRST_VMVOL36
217,1.1.24.234,1.2.32.252:/PQRST_VMVOL17
217,1.1.24.234,1.2.32.252:/PQRST_VMVOL39
217,1.1.24.234,1.2.32.252:/PQRST_VMVOL40
217,1.1.24.234,1.2.32.252:/PQRST_VMVOL41
217,1.1.24.234,1.2.32.252:/PQRST_VMVOL43
217,1.1.24.234,1.2.32.252:/PQRST_VMVOL45
217,1.1.24.234,1.2.32.252:/PQRST_VMVOL46
218,1.1.24.237,1.2.32.12:/xyz7
218,1.1.24.237,1.2.32.12:/xyz10
218,1.1.24.237,1.2.32.12:/xyz6
218,1.1.24.237,1.2.32.12:/xyz13
218,1.1.24.237,1.1.132.15:/abcd_storage5
218,1.1.24.237,1.1.132.15:/abcd_-original
218,1.1.24.237,1.2.32.13:/xyz11
218,1.1.24.237,1.2.32.252:/PQRST_VMVol19/storage-2
218,1.1.24.237,1.2.32.252:/PQRST_VMVol19/storage-4
218,1.1.24.237,1.2.32.252:/PQRST_VMVol18
218,1.1.24.237,1.2.32.252:/PQRST_VMVOL21/storage-netapp5
219,1.1.24.238,1.1.132.15:/abcd-nas-db-vol1
220,1.1.24.239,1.2.10.210:/PQRST_BRIC9_VOL01
221,1.1.24.242,1.2.10.210:/PQRST_VMVOL08
222,1.1.24.245,1.2.10.210:/PQRST_VMVOL08
223,1.1.24.250,1.2.32.12:/xyz7
223,1.1.24.250,1.2.32.12:/xyz10
223,1.1.24.250,1.2.32.12:/xyz11
223,1.1.24.250,1.2.32.12:/xyz6
223,1.1.24.250,1.2.10.210:/PQRST_186VOL01
223,1.1.24.250,1.2.32.252:/PQRST_185VOL01
223,1.1.24.250,1.1.132.15:/abcd-vt-logs
223,1.1.24.250,1.2.10.210:/PQRST_BRIC9_VOL01
223,1.1.24.250,1.2.10.210:/PQRST_186VOL03
223,1.1.24.250,1.2.10.210:/PQRST_185_186VOL05
223,1.1.24.250,1.2.10.210:/PQRST_186VOL04
223,1.1.24.250,1.2.10.210:/PQRST_VMVOL03
223,1.1.24.250,1.2.10.210:/PQRST_VMVOL04
223,1.1.24.250,1.2.32.252:/PQRST_BRIC9_TEMPSTOR/
223,1.1.24.250,1.2.32.252:/PQRST_VMVOL06
223,1.1.24.250,1.2.32.252:/PQRST_VMVOL07
223,1.1.24.250,1.2.10.210:/PQRST_VMVOL09
223,1.1.24.250,1.2.32.252:/PQRST_VMVOL11
223,1.1.24.250,1.2.32.252:/PQRST_VMVOL12
223,1.1.24.250,1.2.32.252:/PQRST_VMVOL13
223,1.1.24.250,1.2.32.252:/PQRST_VMVol15
223,1.1.24.250,1.2.10.210:/PQRST_VMVol16
223,1.1.24.250,1.2.10.210:/PQRST_VMVol19/storage-2
223,1.1.24.250,1.2.32.252:/PQRST_VMVol19/storage-4
223,1.1.24.250,1.2.10.210:/PQRST_VMVOL28
223,1.1.24.250,1.2.32.252:/PQRST_VMVol18
223,1.1.24.250,1.2.32.252:/PQRST_VMVOL21/storage-netapp5
223,1.1.24.250,1.2.10.210:/PQRST_VMVOL29
223,1.1.24.250,1.2.10.210:/PQRST_VMVOL30
223,1.1.24.250,1.2.10.210:/PQRST_VMVOL31
223,1.1.24.250,1.2.10.210:/PQRST_VMVOL32
223,1.1.24.250,1.2.10.210:/PQRST_VMVOL33
223,1.1.24.250,1.2.10.210:/PQRST_VMVOL34
223,1.1.24.250,1.2.10.210:/PQRST_VMVOL35
223,1.1.24.250,1.2.10.210:/PQRST_VMVOL36
223,1.1.24.250,1.2.10.210:/PQRST_VMVOL17
223,1.1.24.250,1.2.10.210:/PQRST_VMVOL39
223,1.1.24.250,1.2.10.210:/PQRST_VMVOL40
223,1.1.24.250,1.2.10.210:/PQRST_VMVOL41
223,1.1.24.250,1.2.10.210:/PQRST_VMVOL43
223,1.1.24.250,1.2.10.210:/PQRST_VMVOL45
223,1.1.24.250,1.2.10.210:/PQRST_VMVOL46
224,1.1.24.251,1.2.32.12:/xyz7
224,1.1.24.251,1.2.32.12:/xyz10
224,1.1.24.251,1.2.32.12:/xyz11
224,1.1.24.251,1.2.32.12:/xyz6
224,1.1.24.251,1.2.10.210:/PQRST_186VOL01
224,1.1.24.251,1.2.32.252:/PQRST_185VOL01
224,1.1.24.251,1.1.132.15:/abcd-vt-logs
224,1.1.24.251,1.2.10.210:/PQRST_BRIC9_VOL01
224,1.1.24.251,1.2.10.210:/PQRST_186VOL03
224,1.1.24.251,1.2.10.210:/PQRST_185_186VOL05
224,1.1.24.251,1.2.32.252:/PQRST_BRIC9_TEMPSTOR/
224,1.1.24.251,1.2.10.210:/PQRST_186VOL04
224,1.1.24.251,1.2.10.210:/PQRST_VMVOL03
224,1.1.24.251,1.2.10.210:/PQRST_VMVOL04
224,1.1.24.251,1.2.32.252:/PQRST_VMVOL06
224,1.1.24.251,1.2.32.252:/PQRST_VMVOL07
224,1.1.24.251,1.2.10.210:/PQRST_VMVOL09
224,1.1.24.251,1.2.32.252:/PQRST_VMVOL11
224,1.1.24.251,1.2.32.252:/PQRST_VMVOL12
224,1.1.24.251,1.2.32.252:/PQRST_VMVOL13
224,1.1.24.251,1.2.32.252:/PQRST_VMVol15
224,1.1.24.251,1.2.10.210:/PQRST_VMVol16
224,1.1.24.251,1.2.10.210:/PQRST_VMVol19/storage-2
224,1.1.24.251,1.2.32.252:/PQRST_VMVol19/storage-4
224,1.1.24.251,1.2.10.210:/PQRST_VMVOL28
224,1.1.24.251,1.2.32.252:/PQRST_VMVol18
224,1.1.24.251,1.2.32.252:/PQRST_VMVOL21/storage-netapp5
224,1.1.24.251,1.2.10.210:/PQRST_VMVOL29
224,1.1.24.251,1.2.10.210:/PQRST_VMVOL30
224,1.1.24.251,1.2.10.210:/PQRST_VMVOL31
224,1.1.24.251,1.2.10.210:/PQRST_VMVOL32
224,1.1.24.251,1.2.10.210:/PQRST_VMVOL33
224,1.1.24.251,1.2.10.210:/PQRST_VMVOL34
224,1.1.24.251,1.2.10.210:/PQRST_VMVOL35
224,1.1.24.251,1.2.10.210:/PQRST_VMVOL36
224,1.1.24.251,1.2.10.210:/PQRST_VMVOL17
224,1.1.24.251,1.2.10.210:/PQRST_VMVOL39
224,1.1.24.251,1.2.10.210:/PQRST_VMVOL40
224,1.1.24.251,1.2.10.210:/PQRST_VMVOL41
224,1.1.24.251,1.2.10.210:/PQRST_VMVOL43
224,1.1.24.251,1.2.10.210:/PQRST_VMVOL45
224,1.1.24.251,1.2.10.210:/PQRST_VMVOL46
225,1.1.24.26,1.1.132.15:/abcd-vt-logs
225,1.1.24.26,1.2.10.210:/PQRST_186VOL01
225,1.1.24.26,1.2.32.252:/PQRST_185VOL01
225,1.1.24.26,1.2.10.210:/PQRST_BRIC9_VOL01
225,1.1.24.26,1.2.10.210:/PQRST_186VOL03
225,1.1.24.26,1.2.10.210:/PQRST_185_186VOL05
225,1.1.24.26,1.2.32.252:/PQRST_BRIC9_TEMPSTOR/
225,1.1.24.26,1.2.10.210:/PQRST_186VOL04
225,1.1.24.26,1.2.10.210:/PQRST_VMVOL03
225,1.1.24.26,1.2.10.210:/PQRST_VMVOL04
225,1.1.24.26,1.2.32.252:/PQRST_185_186VOL04
225,1.1.24.26,1.2.32.252:/PQRST_185VOL02
225,1.1.24.26,1.2.10.210:/PQRST_VMVOL06
225,1.1.24.26,1.2.10.210:/PQRST_VMVOL07
225,1.1.24.26,1.2.10.210:/PQRST_VMVOL09
225,1.1.24.26,1.2.10.210:/PQRST_VMVOL11
225,1.1.24.26,1.2.10.210:/PQRST_VMVOL12
225,1.1.24.26,1.2.10.210:/PQRST_VMVOL13
225,1.1.24.26,1.2.10.210:/PQRST_VMVol15
225,1.1.24.26,1.2.10.210:/PQRST_VMVol16
225,1.1.24.26,1.2.10.210:/PQRST_VMVOL28
225,1.1.24.26,1.2.32.252:/PQRST_VMVOL24
225,1.1.24.26,1.2.10.210:/PQRST_VMVOL29
225,1.1.24.26,1.2.10.210:/PQRST_VMVOL30
225,1.1.24.26,1.2.10.210:/PQRST_VMVOL31
225,1.1.24.26,1.2.10.210:/PQRST_VMVOL32
225,1.1.24.26,1.2.10.210:/PQRST_VMVOL33
225,1.1.24.26,1.2.10.210:/PQRST_VMVOL34
225,1.1.24.26,1.2.10.210:/PQRST_VMVOL35
225,1.1.24.26,1.2.10.210:/PQRST_VMVOL36
225,1.1.24.26,1.2.10.210:/PQRST_VMVOL17
225,1.1.24.26,1.2.10.210:/PQRST_VMVOL38
225,1.1.24.26,1.2.10.210:/PQRST_VMVOL39
225,1.1.24.26,1.2.10.210:/PQRST_VMVOL40
225,1.1.24.26,1.2.10.210:/PQRST_VMVOL41
225,1.1.24.26,1.2.10.210:/PQRST_VMVOL43
225,1.1.24.26,1.2.10.210:/PQRST_VMVOL44
225,1.1.24.26,1.2.10.210:/PQRST_VMVOL45
225,1.1.24.26,1.2.10.210:/PQRST_VMVOL46
226,1.1.24.28,1.1.132.15:/abcd-1
227,1.1.24.30,1.2.32.12:/xyz7
227,1.1.24.30,1.2.32.12:/xyz10
227,1.1.24.30,1.2.32.12:/xyz11
227,1.1.24.30,1.2.32.12:/xyz6
227,1.1.24.30,1.1.132.15:/abcd-analytics3
227,1.1.24.30,1.2.32.252:/PQRST_VMVol19/storage-2
227,1.1.24.30,1.2.32.252:/PQRST_VMVol19/storage-4
227,1.1.24.30,1.2.32.252:/PQRST_VMVol18
227,1.1.24.30,1.2.32.252:/PQRST_VMVOL21/storage-netapp5
228,1.1.24.34,1.1.132.15:/abcd_misc1/vt_wap
229,1.1.24.36,1.2.32.12:/xyz7
229,1.1.24.36,1.2.32.12:/xyz10
229,1.1.24.36,1.2.32.12:/xyz6
229,1.1.24.36,1.1.132.15:/abcd_-original
229,1.1.24.36,1.1.132.15:/abcd_storage1
229,1.1.24.36,1.2.32.13:/xyz11
229,1.1.24.36,1.2.32.252:/PQRST_VMVol19/storage-2
229,1.1.24.36,1.2.32.252:/PQRST_VMVol19/storage-4
229,1.1.24.36,1.2.32.252:/PQRST_VMVol18
229,1.1.24.36,1.2.32.252:/PQRST_VMVOL21/storage-netapp5
230,1.1.24.37,1.1.132.15:/abcd-nas-db-vol1
231,1.1.24.41,1.2.32.12:/xyz7
231,1.1.24.41,1.2.32.12:/xyz10
231,1.1.24.41,1.2.32.12:/xyz6
231,1.1.24.41,1.1.132.15:/abcd_-original
231,1.1.24.41,1.1.132.15:/abcd_storage1
231,1.1.24.41,1.2.32.13:/xyz11
231,1.1.24.41,1.2.32.252:/PQRST_VMVol19/storage-2
231,1.1.24.41,1.2.32.252:/PQRST_VMVol19/storage-4
231,1.1.24.41,1.2.32.252:/PQRST_VMVol18
231,1.1.24.41,1.2.32.252:/PQRST_VMVOL21/storage-netapp5
232,1.1.24.43,1.1.132.15:/abcd-vt-logs
232,1.1.24.43,1.2.10.210:/PQRST_186VOL01
232,1.1.24.43,1.2.32.252:/PQRST_185VOL01
232,1.1.24.43,1.2.10.210:/PQRST_186VOL03
232,1.1.24.43,1.2.10.210:/PQRST_185_186VOL05
232,1.1.24.43,1.2.10.210:/PQRST_186VOL04
232,1.1.24.43,1.2.10.210:/PQRST_VMVOL03
232,1.1.24.43,1.2.10.210:/PQRST_VMVOL04
232,1.1.24.43,1.2.32.252:/PQRST_185_186VOL04
232,1.1.24.43,1.2.32.252:/PQRST_185VOL02
232,1.1.24.43,1.2.10.210:/PQRST_VMVOL09
232,1.1.24.43,1.2.10.210:/PQRST_VMVOL11
232,1.1.24.43,1.2.10.210:/PQRST_VMVOL12
232,1.1.24.43,1.2.32.252:/PQRST_VMVOL06
232,1.1.24.43,1.2.32.252:/PQRST_VMVOL07
232,1.1.24.43,1.2.10.210:/PQRST_VMVOL13
232,1.1.24.43,1.2.10.210:/PQRST_VMVol15
232,1.1.24.43,1.2.10.210:/PQRST_VMVol16
232,1.1.24.43,1.2.10.210:/PQRST_VMVOL28
232,1.1.24.43,1.2.32.252:/PQRST_VMVOL24
232,1.1.24.43,1.2.10.210:/PQRST_VMVOL29
232,1.1.24.43,1.2.10.210:/PQRST_VMVOL30
232,1.1.24.43,1.2.10.210:/PQRST_BRIC9_TEMPSTOR
232,1.1.24.43,1.2.10.210:/PQRST_VMVOL31
232,1.1.24.43,1.2.10.210:/PQRST_VMVOL32
232,1.1.24.43,1.2.10.210:/PQRST_VMVOL33
232,1.1.24.43,1.2.10.210:/PQRST_VMVOL34
232,1.1.24.43,1.2.10.210:/PQRST_VMVOL35
232,1.1.24.43,1.2.10.210:/PQRST_VMVOL36
232,1.1.24.43,1.2.10.210:/PQRST_VMVOL17
232,1.1.24.43,1.2.10.210:/PQRST_VMVOL38
232,1.1.24.43,1.2.10.210:/PQRST_VMVOL39
232,1.1.24.43,1.2.10.210:/PQRST_VMVOL40
232,1.1.24.43,1.2.10.210:/PQRST_VMVOL41
232,1.1.24.43,1.2.10.210:/PQRST_VMVOL43
232,1.1.24.43,1.2.10.210:/PQRST_VMVOL44
232,1.1.24.43,1.2.10.210:/PQRST_VMVOL45
232,1.1.24.43,1.2.10.210:/PQRST_VMVOL46
233,1.1.24.48,1.1.132.15:/abcd_Db_Backup_Vol1/mongodb_backup
234,1.1.24.51,1.2.10.210:/PQRST_BRIC9_TEMPSTOR
234,1.1.24.51,1.2.10.210:/PQRST_186VOL01
234,1.1.24.51,1.2.10.210:/PQRST_BRIC9_VOL01
234,1.1.24.51,1.2.10.210:/PQRST_185_186VOL05
234,1.1.24.51,1.2.10.210:/PQRST_186VOL03
234,1.1.24.51,1.2.10.210:/PQRST_186VOL04
234,1.1.24.51,1.2.10.210:/PQRST_VMVOL03
234,1.1.24.51,1.2.10.210:/PQRST_VMVOL04
234,1.1.24.51,1.2.10.210:/PQRST_VMVOL06
234,1.1.24.51,1.2.10.210:/PQRST_VMVOL07
234,1.1.24.51,1.2.10.210:/PQRST_VMVOL09
234,1.1.24.51,1.2.10.210:/PQRST_VMVOL11
234,1.1.24.51,1.2.10.210:/PQRST_VMVOL12
234,1.1.24.51,1.2.10.210:/PQRST_VMVOL13
234,1.1.24.51,1.2.10.210:/PQRST_VMVol15
234,1.1.24.51,1.2.10.210:/PQRST_VMVol16
234,1.1.24.51,1.1.132.15:/abcd-vt-logs
234,1.1.24.51,1.2.10.210:/PQRST_VMVOL28
234,1.1.24.51,1.2.10.210:/PQRST_VMVOL29
234,1.1.24.51,1.2.10.210:/PQRST_VMVOL30
234,1.1.24.51,1.2.10.210:/PQRST_VMVOL31
234,1.1.24.51,1.2.10.210:/PQRST_VMVOL32
234,1.1.24.51,1.2.10.210:/PQRST_VMVOL33
234,1.1.24.51,1.2.10.210:/PQRST_VMVOL34
234,1.1.24.51,1.2.10.210:/PQRST_VMVOL35
234,1.1.24.51,1.2.10.210:/PQRST_VMVOL36
234,1.1.24.51,1.2.10.210:/PQRST_VMVOL17
234,1.1.24.51,1.2.10.210:/PQRST_VMVOL39
234,1.1.24.51,1.2.10.210:/PQRST_VMVOL40
234,1.1.24.51,1.2.10.210:/PQRST_VMVOL41
234,1.1.24.51,1.2.10.210:/PQRST_VMVOL43
234,1.1.24.51,1.2.10.210:/PQRST_VMVOL45
234,1.1.24.51,1.2.10.210:/PQRST_VMVOL46
235,1.1.24.52,1.2.10.210:/PQRST_BRIC9_TEMPSTOR
235,1.1.24.52,1.2.10.210:/PQRST_186VOL01
235,1.1.24.52,1.2.10.210:/PQRST_BRIC9_VOL01
235,1.1.24.52,1.2.10.210:/PQRST_185_186VOL05/
235,1.1.24.52,1.2.10.210:/PQRST_186VOL03
235,1.1.24.52,1.2.10.210:/PQRST_186VOL04
235,1.1.24.52,1.2.10.210:/PQRST_VMVOL03
235,1.1.24.52,1.1.132.15:/abcd-vt-logs
235,1.1.24.52,1.2.10.210:/PQRST_VMVOL04
235,1.1.24.52,1.2.32.252:/PQRST_VMVOL06
235,1.1.24.52,1.2.32.252:/PQRST_VMVOL07
235,1.1.24.52,1.2.10.210:/PQRST_VMVOL09
235,1.1.24.52,1.2.10.210:/PQRST_VMVOL11
235,1.1.24.52,1.2.10.210:/PQRST_VMVOL12
235,1.1.24.52,1.2.10.210:/PQRST_VMVOL13
235,1.1.24.52,1.2.10.210:/PQRST_VMVol15
235,1.1.24.52,1.2.10.210:/PQRST_VMVol16
235,1.1.24.52,1.2.10.210:/PQRST_VMVOL28
235,1.1.24.52,1.2.10.210:/PQRST_VMVOL29
235,1.1.24.52,1.2.10.210:/PQRST_VMVOL30
235,1.1.24.52,1.2.10.210:/PQRST_VMVOL31
235,1.1.24.52,1.2.10.210:/PQRST_VMVOL32
235,1.1.24.52,1.2.10.210:/PQRST_VMVOL33
235,1.1.24.52,1.2.10.210:/PQRST_VMVOL34
235,1.1.24.52,1.2.10.210:/PQRST_VMVOL35
235,1.1.24.52,1.2.10.210:/PQRST_VMVOL36
235,1.1.24.52,1.2.10.210:/PQRST_VMVOL17
235,1.1.24.52,1.2.10.210:/PQRST_VMVOL39
235,1.1.24.52,1.2.10.210:/PQRST_VMVOL40
235,1.1.24.52,1.2.10.210:/PQRST_VMVOL41
235,1.1.24.52,1.2.10.210:/PQRST_VMVOL43
235,1.1.24.52,1.2.10.210:/PQRST_VMVOL45
235,1.1.24.52,1.2.10.210:/PQRST_VMVOL46
236,1.1.24.61,1.2.10.210:/PQRST_BRIC9_TEMPSTOR
236,1.1.24.61,1.2.10.210:/PQRST_186VOL01
236,1.1.24.61,1.2.10.210:/PQRST_BRIC9_VOL01
236,1.1.24.61,1.2.10.210:/PQRST_185_186VOL05/
236,1.1.24.61,1.2.10.210:/PQRST_186VOL03
236,1.1.24.61,1.2.10.210:/PQRST_186VOL04
236,1.1.24.61,1.2.10.210:/PQRST_VMVOL03
236,1.1.24.61,1.1.132.15:/abcd-vt-logs
236,1.1.24.61,1.2.10.210:/PQRST_VMVOL04
236,1.1.24.61,1.2.32.252:/PQRST_VMVOL06
236,1.1.24.61,1.2.32.252:/PQRST_VMVOL07
236,1.1.24.61,1.2.10.210:/PQRST_VMVOL09
236,1.1.24.61,1.2.10.210:/PQRST_VMVOL11
236,1.1.24.61,1.2.10.210:/PQRST_VMVOL12
236,1.1.24.61,1.2.10.210:/PQRST_VMVOL13
236,1.1.24.61,1.2.10.210:/PQRST_VMVol15
236,1.1.24.61,1.2.10.210:/PQRST_VMVol16
236,1.1.24.61,1.2.10.210:/PQRST_VMVOL28
236,1.1.24.61,1.2.10.210:/PQRST_VMVOL29
236,1.1.24.61,1.2.10.210:/PQRST_VMVOL30
236,1.1.24.61,1.2.10.210:/PQRST_VMVOL31
236,1.1.24.61,1.2.10.210:/PQRST_VMVOL32
236,1.1.24.61,1.2.10.210:/PQRST_VMVOL33
236,1.1.24.61,1.2.10.210:/PQRST_VMVOL34
236,1.1.24.61,1.2.10.210:/PQRST_VMVOL35
236,1.1.24.61,1.2.10.210:/PQRST_VMVOL36
236,1.1.24.61,1.2.10.210:/PQRST_VMVOL17
236,1.1.24.61,1.2.10.210:/PQRST_VMVOL39
236,1.1.24.61,1.2.10.210:/PQRST_VMVOL40
236,1.1.24.61,1.2.10.210:/PQRST_VMVOL41
236,1.1.24.61,1.2.10.210:/PQRST_VMVOL43
236,1.1.24.61,1.2.10.210:/PQRST_VMVOL45
236,1.1.24.61,1.2.10.210:/PQRST_VMVOL46
237,1.1.24.66,1.1.132.15:/dh-publish-dev/dh-marketing-engine
238,1.1.24.67,1.1.132.15:/dh-publish-dev/dh-marketing-engine
239,1.1.24.73,1.1.132.15:/abcd-nas-db-vol1
240,1.1.24.74,1.2.32.252:/PQRST_BRIC9_TEMPSTOR/
240,1.1.24.74,1.1.132.15:/abcd-vt-logs
240,1.1.24.74,1.2.32.252:/PQRST_186VOL01
240,1.1.24.74,1.2.32.252:/PQRST_185VOL01
240,1.1.24.74,1.2.32.252:/PQRST_186VOL03
240,1.1.24.74,1.2.32.252:/PQRST_185_186VOL05
240,1.1.24.74,1.2.32.252:/PQRST_186VOL04
240,1.1.24.74,1.2.32.252:/PQRST_VMVOL03
240,1.1.24.74,1.2.10.210:/PQRST_BRIC9_VOL01
240,1.1.24.74,1.2.32.252:/PQRST_VMVOL04
240,1.1.24.74,1.2.32.252:/PQRST_VMVOL06
240,1.1.24.74,1.2.32.252:/PQRST_VMVOL07
240,1.1.24.74,1.2.32.252:/PQRST_185_186VOL04
240,1.1.24.74,1.2.32.252:/PQRST_185VOL02
240,1.1.24.74,1.2.10.210:/PQRST_VMVOL09
240,1.1.24.74,1.2.10.210:/PQRST_VMVOL11
240,1.1.24.74,1.2.10.210:/PQRST_VMVOL12
240,1.1.24.74,1.2.10.210:/PQRST_VMVOL13
240,1.1.24.74,1.2.10.210:/PQRST_VMVol15
240,1.1.24.74,1.2.10.210:/PQRST_VMVol16
240,1.1.24.74,1.2.32.252:/PQRST_VMVOL28
240,1.1.24.74,1.2.32.252:/PQRST_VMVOL24
240,1.1.24.74,1.2.32.252:/PQRST_VMVOL29
240,1.1.24.74,1.2.32.252:/PQRST_VMVOL30
240,1.1.24.74,1.2.32.252:/PQRST_VMVOL31
240,1.1.24.74,1.2.32.252:/PQRST_VMVOL32
240,1.1.24.74,1.2.32.252:/PQRST_VMVOL33
240,1.1.24.74,1.2.32.252:/PQRST_VMVOL34
240,1.1.24.74,1.2.32.252:/PQRST_VMVOL35
240,1.1.24.74,1.2.32.252:/PQRST_VMVOL36
240,1.1.24.74,1.2.32.252:/PQRST_VMVOL17
240,1.1.24.74,1.2.32.252:/PQRST_VMVOL38
240,1.1.24.74,1.2.32.252:/PQRST_VMVOL39
240,1.1.24.74,1.2.32.252:/PQRST_VMVOL40
240,1.1.24.74,1.2.32.252:/PQRST_VMVOL41
240,1.1.24.74,1.2.32.252:/PQRST_VMVOL43
240,1.1.24.74,1.2.32.252:/PQRST_VMVOL44
240,1.1.24.74,1.2.32.252:/PQRST_VMVOL45
240,1.1.24.74,1.2.32.252:/PQRST_VMVOL46
241,1.1.24.75,1.1.2.85://news-shared
242,1.1.24.78,1.1.2.85://news-shared
243,1.1.24.81,1.2.32.12:/xyz7
243,1.1.24.81,1.2.32.12:/xyz10
243,1.1.24.81,1.2.32.12:/xyz11
243,1.1.24.81,1.2.32.12:/xyz6
243,1.1.24.81,1.2.32.252:/PQRST_VMVol19/storage-2
243,1.1.24.81,1.2.32.252:/PQRST_VMVol19/storage-4
243,1.1.24.81,1.2.32.252:/PQRST_VMVol18
243,1.1.24.81,1.2.32.252:/PQRST_VMVOL21/storage-netapp5
244,1.1.24.84,1.1.132.15:/abcd-nas-db-vol1/
245,1.1.25.1,1.1.132.15:/abcd-vt-logs
245,1.1.25.1,1.2.32.252:/PQRST_BRIC9_TEMPSTOR/
246,1.1.25.10,1.1.132.15:/abcd-vt-logs
246,1.1.25.10,1.2.10.210:/PQRST_186VOL01
246,1.1.25.10,1.2.10.210:/PQRST_BRIC9_VOL01
246,1.1.25.10,1.2.32.252:/PQRST_185VOL01
246,1.1.25.10,1.2.10.210:/PQRST_186VOL03
246,1.1.25.10,1.2.10.210:/PQRST_185_186VOL05
246,1.1.25.10,1.2.10.210:/PQRST_186VOL04
246,1.1.25.10,1.2.10.210:/PQRST_VMVOL03
246,1.1.25.10,1.2.10.210:/PQRST_VMVOL04
246,1.1.25.10,1.2.32.252:/PQRST_VMVOL06
246,1.1.25.10,1.2.32.252:/PQRST_VMVOL07
246,1.1.25.10,1.2.32.252:/PQRST_185_186VOL04
246,1.1.25.10,1.2.32.252:/PQRST_185VOL02
246,1.1.25.10,1.2.10.210:/PQRST_VMVOL09
246,1.1.25.10,1.2.10.210:/PQRST_VMVOL11
246,1.1.25.10,1.2.10.210:/PQRST_VMVOL12
246,1.1.25.10,1.2.10.210:/PQRST_VMVOL13
246,1.1.25.10,1.2.10.210:/PQRST_VMVol15
246,1.1.25.10,1.2.10.210:/PQRST_VMVol16
246,1.1.25.10,1.2.32.252:/PQRST_VMVOL28
246,1.1.25.10,1.2.32.252:/PQRST_VMVOL29
